"GROUP","days_since_admission","concept_code","npat","mean_value","std_value","mean_log_value","std_log_value","periode_group","siteid"
"NO_ARDS_sup_49",7,"33959-8",7,0.105714285714286,0.0858015428876705,-0.509869865417576,0.140695447113975,"all","FRBDX"
"NO_ARDS_sup_49",7,"48065-7",38,3704.84210526316,11692.3286112209,7.24885080447022,1.05891487212409,"all","FRBDX"
"NO_ARDS_sup_49",7,"49563-0",34,0.722735294117647,3.23915557934494,-0.434993136413856,0.731999405221068,"all","FRBDX"
"NO_ARDS_sup_49",7,"5902-2",56,17.4473214285714,11.0398592697011,2.77925051248,0.409796600413528,"all","FRBDX"
"NO_ARDS_sup_49",7,"6690-2",136,7.98948529411765,4.32114599337704,2.02373718872789,0.483289796074216,"all","FRBDX"
"NO_ARDS_sup_49",7,"731-0",97,1.06427835051546,0.571253642261694,0.382711982312181,0.363558376063653,"all","FRBDX"
"NO_ARDS_sup_49",7,"751-8",97,5.38881443298969,3.20564084313982,1.63246833921776,0.544384036969354,"all","FRBDX"
"NO_ARDS_sup_49",8,"1742-6",70,73.4071428571429,92.4968190936481,3.80529395582,0.991363342450459,"all","FRBDX"
"NO_ARDS_sup_49",8,"1751-7",12,2.69583333333333,0.549734784540085,1.14860159368795,0.16938980966988,"all","FRBDX"
"NO_ARDS_sup_49",8,"1920-8",70,51.3714285714286,32.9127839259412,3.77306190600196,0.590811525968421,"all","FRBDX"
"NO_ARDS_sup_49",8,"1975-2",69,0.561912024869565,0.349903675345089,0.0207060096776236,0.264769481412832,"all","FRBDX"
"NO_ARDS_sup_49",8,"1988-5",102,47.1825163398693,75.3284723590673,2.86741145698509,1.47094388122444,"all","FRBDX"
"NO_ARDS_sup_49",8,"2019-8",32,37.5029697809028,6.4758150408431,3.62419973231726,0.165286233803712,"all","FRBDX"
"NO_ARDS_sup_49",8,"2160-0",120,1.1209935704625,1.24129739975334,0.391082328079805,0.35082288251676,"all","FRBDX"
"NO_ARDS_sup_49",8,"2276-4",37,1607.7977027027,1727.45647572466,6.86359693082394,1.057822004765,"all","FRBDX"
"NO_ARDS_sup_49",8,"2532-0",6,666.083333333333,664.43121665577,6.16224799247768,0.887584021408266,"all","FRBDX"
"NO_ARDS_sup_49",8,"2703-7",32,85.5500403020833,31.1289817737647,4.41310770053536,0.271046844613933,"all","FRBDX"
"NO_ARDS_sup_49",8,"3255-7",45,602,200.074985942771,6.34001320929129,0.373240582700586,"all","FRBDX"
"NO_ARDS_sup_49",8,"33959-8",5,0.141,0.14842506526864,-0.463665550795681,0.210913782800682,"all","FRBDX"
"NO_ARDS_sup_49",8,"48065-7",19,2751.86842105263,4599.28434602755,7.26690068196478,1.0294752017129,"all","FRBDX"
"NO_ARDS_sup_49",8,"49563-0",23,0.0429608695652174,0.077269826753282,-0.618547463650226,0.121408117727797,"all","FRBDX"
"NO_ARDS_sup_49",8,"5902-2",43,16.8860465116279,11.2155203135007,2.754051970918,0.386094833475264,"all","FRBDX"
"NO_ARDS_sup_49",8,"6690-2",113,8.28654867256637,4.17616531425479,2.06470092771528,0.480496146123485,"all","FRBDX"
"NO_ARDS_sup_49",8,"731-0",75,1.24326666666667,0.796690151940011,0.46779891623949,0.414653906122338,"all","FRBDX"
"NO_ARDS_sup_49",8,"751-8",75,5.86453333333333,3.61918510065357,1.68983805936855,0.595685902602857,"all","FRBDX"
"NO_ARDS_sup_49",9,"1742-6",68,84.1470588235294,93.816312222244,4.00251554493409,0.94851740877609,"all","FRBDX"
"NO_ARDS_sup_49",9,"1751-7",15,2.462,0.480181513299175,1.07187656503994,0.179264896105659,"all","FRBDX"
"NO_ARDS_sup_49",9,"1920-8",68,51.3970588235294,33.4311007698379,3.80060178654887,0.523718283919309,"all","FRBDX"
"NO_ARDS_sup_49",9,"1975-2",66,0.567517276454545,0.357597115948986,0.0231930344084674,0.27643430818529,"all","FRBDX"
"NO_ARDS_sup_49",9,"1988-5",103,43.9441747572816,59.6151991990112,3.04917878622881,1.28478761786334,"all","FRBDX"
"NO_ARDS_sup_49",9,"2019-8",27,38.9916489691358,5.99537011579165,3.66535675416204,0.148339407995544,"all","FRBDX"
"NO_ARDS_sup_49",9,"2160-0",115,1.08059543029565,0.745743041818151,0.395316754498977,0.318835274005985,"all","FRBDX"
"NO_ARDS_sup_49",9,"2276-4",30,1717.377,1699.86013787778,6.97289151702351,1.04367747230739,"all","FRBDX"
"NO_ARDS_sup_49",9,"2532-0",10,583.4,329.272666477023,6.24387792002199,0.51627704523804,"all","FRBDX"
"NO_ARDS_sup_49",9,"2703-7",27,81.2219915740741,21.2579645122598,4.37643350867279,0.22749364833061,"all","FRBDX"
"NO_ARDS_sup_49",9,"3255-7",35,544.714285714286,203.588912709291,6.2289030545018,0.400550333319036,"all","FRBDX"
"NO_ARDS_sup_49",9,"33959-8",6,0.0975,0.0791043614473943,-0.522005667604612,0.128345745372453,"all","FRBDX"
"NO_ARDS_sup_49",9,"48065-7",22,4823.22727272727,10865.070047467,7.3970685533079,1.28028601780223,"all","FRBDX"
"NO_ARDS_sup_49",9,"49563-0",22,0.0312575757575758,0.0755471002611242,-0.639629483112615,0.113222982020669,"all","FRBDX"
"NO_ARDS_sup_49",9,"5902-2",38,18.2039473684211,14.8824237962507,2.77590639732103,0.469296157150307,"all","FRBDX"
"NO_ARDS_sup_49",9,"6690-2",108,8.375,4.68644665423502,2.0573726274481,0.52117679421699,"all","FRBDX"
"NO_ARDS_sup_49",9,"731-0",67,1.28276119402985,0.759622256395028,0.493349678560867,0.414899520632126,"all","FRBDX"
"NO_ARDS_sup_49",9,"751-8",67,5.77529850746269,3.48447670961455,1.68698173266544,0.562155922034944,"all","FRBDX"
"NO_ARDS_sup_49",10,"1742-6",57,62.5,85.5703553474316,3.77204326178048,0.79460889321595,"all","FRBDX"
"NO_ARDS_sup_49",10,"1751-7",9,2.76777777777778,0.578030660470917,1.16792238585422,0.19872170078817,"all","FRBDX"
"NO_ARDS_sup_49",10,"1920-8",56,48.3660714285714,52.2615355749269,3.70218267590363,0.511295684692747,"all","FRBDX"
"NO_ARDS_sup_49",10,"1975-2",56,0.5482456125,0.303010481915525,0.0130357185980239,0.253258686573561,"all","FRBDX"
"NO_ARDS_sup_49",10,"1988-5",82,40.1233739837398,50.3993531717968,2.87191661006461,1.41195136441331,"all","FRBDX"
"NO_ARDS_sup_49",10,"2019-8",23,38.9733302246377,6.50019938045418,3.66274395787674,0.164287699420491,"all","FRBDX"
"NO_ARDS_sup_49",10,"2160-0",88,1.16123763942614,1.23221644521092,0.393553703070101,0.40581578239127,"all","FRBDX"
"NO_ARDS_sup_49",10,"2276-4",30,1840.58833333333,2377.66914600904,6.8913996167077,1.16349322242437,"all","FRBDX"
"NO_ARDS_sup_49",10,"2532-0",7,583,348.579020213973,6.17115602361059,0.727891584686902,"all","FRBDX"
"NO_ARDS_sup_49",10,"2703-7",23,73.7425085869565,12.4339488919686,4.29349321693753,0.172114192134111,"all","FRBDX"
"NO_ARDS_sup_49",10,"3255-7",36,588.888888888889,226.536377120166,6.30008618119316,0.41983321188386,"all","FRBDX"
"NO_ARDS_sup_49",10,"33959-8",-99,-99,-99,-99,-99,"all","FRBDX"
"NO_ARDS_sup_49",10,"48065-7",23,2377.49275362319,3551.43683380981,7.1518714505823,1.01253910479952,"all","FRBDX"
"NO_ARDS_sup_49",10,"49563-0",26,0.0290384615384615,0.0396993508956817,-0.639100928366082,0.0687508310417026,"all","FRBDX"
"NO_ARDS_sup_49",10,"5902-2",35,19.87,17.0680652957849,2.8284688446701,0.527133160992233,"all","FRBDX"
"NO_ARDS_sup_49",10,"6690-2",89,8.10368913857678,4.45892702413484,2.02238097585576,0.543539238348534,"all","FRBDX"
"NO_ARDS_sup_49",10,"731-0",55,1.26984848484849,0.743567910775408,0.496481708207904,0.379412173310689,"all","FRBDX"
"NO_ARDS_sup_49",10,"751-8",55,5.54927272727273,3.52379522597622,1.66479170010228,0.511283931470801,"all","FRBDX"
"NO_ARDS_sup_49",11,"1742-6",43,76.1550387596899,104.697987145724,3.79939502464905,1.02872026215136,"all","FRBDX"
"NO_ARDS_sup_49",11,"1751-7",10,2.634,0.366369576611741,1.13545171459395,0.127029352488343,"all","FRBDX"
"NO_ARDS_sup_49",11,"1920-8",43,42.8062015503876,37.1275673445133,3.58638210482368,0.544969932251841,"all","FRBDX"
"NO_ARDS_sup_49",11,"1975-2",43,0.551475586651163,0.367902492772096,0.00737065019172798,0.274892460364289,"all","FRBDX"
"NO_ARDS_sup_49",11,"1988-5",72,39.0712962962963,39.5782362640933,3.06173989092879,1.29460308360738,"all","FRBDX"
"NO_ARDS_sup_49",11,"2019-8",23,38.1570360418219,7.9080554294481,3.63512299719032,0.201967172961343,"all","FRBDX"
"NO_ARDS_sup_49",11,"2160-0",81,1.1184430845,0.855074152898747,0.402544263622259,0.358794826866953,"all","FRBDX"
"NO_ARDS_sup_49",11,"2276-4",16,1657.715,1697.72854710443,6.90835962257242,1.14991696647953,"all","FRBDX"
"NO_ARDS_sup_49",11,"2532-0",3,424.333333333333,248.0006720421,5.91252931195426,0.679854882404449,"all","FRBDX"
"NO_ARDS_sup_49",11,"2703-7",23,75.2408467250518,15.9936493915743,4.30755568507928,0.201074136585649,"all","FRBDX"
"NO_ARDS_sup_49",11,"3255-7",29,566.206896551724,228.338936563038,6.25409972094531,0.440093767683195,"all","FRBDX"
"NO_ARDS_sup_49",11,"33959-8",-99,-99,-99,-99,-99,"all","FRBDX"
"NO_ARDS_sup_49",11,"48065-7",18,2364.22222222222,2634.09275721163,7.35438513798665,0.903445526567023,"all","FRBDX"
"NO_ARDS_sup_49",11,"49563-0",19,0.0205789473684211,0.0214691400994122,-0.653594646963127,0.0402877640037667,"all","FRBDX"
"NO_ARDS_sup_49",11,"5902-2",34,13.975,3.1093760944874,2.65702540326445,0.163562160339454,"all","FRBDX"
"NO_ARDS_sup_49",11,"6690-2",76,8.97351315789474,4.98222125962151,2.12229219666346,0.531871535148115,"all","FRBDX"
"NO_ARDS_sup_49",11,"731-0",46,1.11195652173913,0.538527290406046,0.420609104342559,0.348174208624231,"all","FRBDX"
"NO_ARDS_sup_49",11,"751-8",46,6.51195652173913,3.57379948424967,1.81829722137922,0.528213522102713,"all","FRBDX"
"NO_ARDS_sup_49",12,"1742-6",37,67.9054054054054,99.8949335439378,3.66361832124764,1.00375931441312,"all","FRBDX"
"NO_ARDS_sup_49",12,"1751-7",11,2.53363636363636,0.461525139667878,1.09931714633614,0.151540966200976,"all","FRBDX"
"NO_ARDS_sup_49",12,"1920-8",36,41.2916666666667,23.8999028689001,3.60403111969649,0.493696565855002,"all","FRBDX"
"NO_ARDS_sup_49",12,"1975-2",37,0.609293502324324,0.446086867383547,0.04581745865158,0.324277664606763,"all","FRBDX"
"NO_ARDS_sup_49",12,"1988-5",61,42.7879781420765,49.2134191210558,3.06851202819037,1.34425760867474,"all","FRBDX"
"NO_ARDS_sup_49",12,"2019-8",15,38.0014745288889,10.1119483148974,3.62154577118669,0.2446206636932,"all","FRBDX"
"NO_ARDS_sup_49",12,"2160-0",67,1.27968751316418,1.52607551038197,0.421000606126475,0.463195195846744,"all","FRBDX"
"NO_ARDS_sup_49",12,"2276-4",17,1341.65529411765,1518.77335861509,6.65020799944222,1.1047190689509,"all","FRBDX"
"NO_ARDS_sup_49",12,"2532-0",8,498.1875,221.640303435866,6.11335139968036,0.494118342785251,"all","FRBDX"
"NO_ARDS_sup_49",12,"2703-7",15,78.0989556466667,17.7088168759599,4.34082102664912,0.225756016732541,"all","FRBDX"
"NO_ARDS_sup_49",12,"3255-7",21,514.285714285714,205.513294669017,6.15794723342771,0.445948685222275,"all","FRBDX"
"NO_ARDS_sup_49",12,"33959-8",5,0.34,0.413944440716384,-0.266299639198751,0.47018204329474,"all","FRBDX"
"NO_ARDS_sup_49",12,"48065-7",16,2510.875,3816.94869190911,7.25264543300157,0.96939071350296,"all","FRBDX"
"NO_ARDS_sup_49",12,"49563-0",14,1.74467857142857,6.18828845980964,-0.301901239735598,1.0316988410984,"all","FRBDX"
"NO_ARDS_sup_49",12,"5902-2",25,17.06,8.33295415804023,2.78926957461177,0.367977371078791,"all","FRBDX"
"NO_ARDS_sup_49",12,"6690-2",61,9.02393442622951,5.51100664691081,2.10810331881866,0.576771090005556,"all","FRBDX"
"NO_ARDS_sup_49",12,"731-0",38,1.19552631578947,0.441102411154825,0.494353923666829,0.26647743297892,"all","FRBDX"
"NO_ARDS_sup_49",12,"751-8",38,6.62315789473684,3.8025724616037,1.83757018905531,0.499179203832398,"all","FRBDX"
"NO_ARDS_sup_49",13,"1742-6",37,48.7432432432432,39.3939542777015,3.56814844849183,0.857008661551874,"all","FRBDX"
"NO_ARDS_sup_49",13,"1751-7",7,2.82714285714286,0.446755499339937,1.19459054354423,0.13167319125556,"all","FRBDX"
"NO_ARDS_sup_49",13,"1920-8",37,36.6621621621622,20.516948973841,3.49753267884122,0.469729078829643,"all","FRBDX"
"NO_ARDS_sup_49",13,"1975-2",37,0.587956375783784,0.388630100836663,0.038965047336832,0.286159054121896,"all","FRBDX"
"NO_ARDS_sup_49",13,"1988-5",58,45.2534482758621,61.4821703309386,2.90271131831459,1.50827252345423,"all","FRBDX"
"NO_ARDS_sup_49",13,"2019-8",16,40.63226490625,8.21920993266619,3.6989297954432,0.193526131921831,"all","FRBDX"
"NO_ARDS_sup_49",13,"2160-0",67,1.03236643054478,0.588331158275296,0.370086984269377,0.322840503491915,"all","FRBDX"
"NO_ARDS_sup_49",13,"2276-4",15,784.424666666667,1231.1749039078,5.81091540782416,1.40237228672873,"all","FRBDX"
"NO_ARDS_sup_49",13,"2532-0",5,490.3,211.256834208979,6.10603216861814,0.495272597352441,"all","FRBDX"
"NO_ARDS_sup_49",13,"2703-7",16,81.1988993875,11.9252457394515,4.39298763521681,0.14710541760138,"all","FRBDX"
"NO_ARDS_sup_49",13,"3255-7",19,548.947368421053,254.294115299634,6.18602468673285,0.547126270018691,"all","FRBDX"
"NO_ARDS_sup_49",13,"33959-8",3,0.14,0.199248588451713,-0.476022269058714,0.29179836108589,"all","FRBDX"
"NO_ARDS_sup_49",13,"48065-7",12,2358.41666666667,1859.27387871196,7.43492379397941,0.88518563719339,"all","FRBDX"
"NO_ARDS_sup_49",13,"49563-0",9,0.0194444444444444,0.0166891514996353,-0.655448164122429,0.0318113795865496,"all","FRBDX"
"NO_ARDS_sup_49",13,"5902-2",26,16.2038461538462,8.36380204305342,2.74251770962135,0.344192400622202,"all","FRBDX"
"NO_ARDS_sup_49",13,"6690-2",63,9.14404761904762,5.0758491945765,2.13046176730832,0.578657692695458,"all","FRBDX"
"NO_ARDS_sup_49",13,"731-0",44,1.16590909090909,0.499495411352242,0.467967602418311,0.294159300994604,"all","FRBDX"
"NO_ARDS_sup_49",13,"751-8",44,6.48,3.69202770908496,1.8141190726522,0.52255485550011,"all","FRBDX"
"NO_ARDS_sup_49",14,"1742-6",27,49.7777777777778,68.3278765801244,3.47388954747709,0.873657322565043,"all","FRBDX"
"NO_ARDS_sup_49",14,"1751-7",7,2.43428571428571,0.4677198998994,1.06573676070892,0.157612234472872,"all","FRBDX"
"NO_ARDS_sup_49",14,"1920-8",27,35.962962962963,13.6367193254138,3.52943422163739,0.375787106861374,"all","FRBDX"
"NO_ARDS_sup_49",14,"1975-2",28,0.568086882285714,0.230155542680902,0.0441992578692705,0.211148028214668,"all","FRBDX"
"NO_ARDS_sup_49",14,"1988-5",47,48.3606382978723,55.6889907316891,3.14725545125677,1.40556185321305,"all","FRBDX"
"NO_ARDS_sup_49",14,"2019-8",17,38.9377774137255,7.77778983280897,3.65793856611805,0.185135733822835,"all","FRBDX"
"NO_ARDS_sup_49",14,"2160-0",52,0.986773390615385,0.533033351121297,0.351360677832611,0.286548884964009,"all","FRBDX"
"NO_ARDS_sup_49",14,"2276-4",13,978.394615384615,870.695368978299,6.425747817818,1.09198428011188,"all","FRBDX"
"NO_ARDS_sup_49",14,"2532-0",4,362.5,101.378827506865,5.86421463781534,0.285439537004067,"all","FRBDX"
"NO_ARDS_sup_49",14,"2703-7",17,81.2067125333333,18.9068701499467,4.37842506036615,0.228484934765215,"all","FRBDX"
"NO_ARDS_sup_49",14,"3255-7",19,612.105263157895,261.524992376306,6.30721110017998,0.521031106121739,"all","FRBDX"
"NO_ARDS_sup_49",14,"33959-8",4,4.1675,8.27501208458332,0.233054563197869,1.73677036448654,"all","FRBDX"
"NO_ARDS_sup_49",14,"48065-7",15,1600.53333333333,1259.60151673153,7.12062810160194,0.734997903917163,"all","FRBDX"
"NO_ARDS_sup_49",14,"49563-0",11,2.37372727272727,7.80245680655663,-0.294979229524842,1.18363241278509,"all","FRBDX"
"NO_ARDS_sup_49",14,"5902-2",16,14.978125,5.68955091227184,2.69928832848497,0.262195947667435,"all","FRBDX"
"NO_ARDS_sup_49",14,"6690-2",48,8.60125,4.89518548754251,2.06307109839298,0.600478973853047,"all","FRBDX"
"NO_ARDS_sup_49",14,"731-0",35,1.09914285714286,0.468443112426506,0.423915800906295,0.314954138653089,"all","FRBDX"
"NO_ARDS_sup_49",14,"751-8",35,6.46928571428571,3.66075412972783,1.82875889917293,0.466018351300811,"all","FRBDX"
"NO_ARDS_sup_49",15,"1742-6",27,34.1851851851852,26.2532591925958,3.25040905159614,0.812833735157738,"all","FRBDX"
"NO_ARDS_sup_49",15,"1751-7",6,2.59833333333333,0.640325438091184,1.11418817538751,0.197183682221825,"all","FRBDX"
"NO_ARDS_sup_49",15,"1920-8",27,28.7037037037037,9.98774177454472,3.32717635368748,0.302587825766986,"all","FRBDX"
"NO_ARDS_sup_49",15,"1975-2",26,0.58479532,0.207251989439219,0.0636305300392744,0.193258981698616,"all","FRBDX"
"NO_ARDS_sup_49",15,"1988-5",48,45.8114583333333,56.3656369208012,2.97468495369144,1.48094407675982,"all","FRBDX"
"NO_ARDS_sup_49",15,"2019-8",14,40.0622401095238,7.99697542693091,3.68593851205888,0.188301596862366,"all","FRBDX"
"NO_ARDS_sup_49",15,"2160-0",55,0.977889740481818,0.409898686585566,0.355706813435622,0.26387622940021,"all","FRBDX"
"NO_ARDS_sup_49",15,"2276-4",9,772.966666666667,1021.28858987066,6.07056005105115,1.08878621972033,"all","FRBDX"
"NO_ARDS_sup_49",15,"2532-0",3,416.333333333333,137.642047839072,5.99568072260091,0.334694707842584,"all","FRBDX"
"NO_ARDS_sup_49",15,"2703-7",14,70.9308631333333,19.0124338442537,4.21574908540295,0.387580165200589,"all","FRBDX"
"NO_ARDS_sup_49",15,"3255-7",16,487.5,280.511437675305,6.00408488958862,0.665500428593279,"all","FRBDX"
"NO_ARDS_sup_49",15,"33959-8",8,0.06625,0.0698851097976427,-0.574896045541825,0.116558615511092,"all","FRBDX"
"NO_ARDS_sup_49",15,"48065-7",13,5120.73076923077,7986.81801109226,7.5198259983343,1.40804774049235,"all","FRBDX"
"NO_ARDS_sup_49",15,"49563-0",11,0.0197272727272727,0.0141498474132473,-0.654785235392079,0.0270584645052255,"all","FRBDX"
"NO_ARDS_sup_49",15,"5902-2",17,14.3294117647059,4.96824474863638,2.66365349408548,0.23584840487095,"all","FRBDX"
"NO_ARDS_sup_49",15,"6690-2",53,8.5722641509434,4.36463085121113,2.07841472995966,0.563745838072357,"all","FRBDX"
"NO_ARDS_sup_49",15,"731-0",38,1.11565789473684,0.453678912311923,0.438332822899687,0.299567981161675,"all","FRBDX"
"NO_ARDS_sup_49",15,"751-8",38,6.41526315789474,3.54125015094655,1.79464141530185,0.568985426000515,"all","FRBDX"
"NO_ARDS_sup_49",16,"1742-6",17,58.8823529411765,81.4937745727712,3.5512556082665,0.965445641000836,"all","FRBDX"
"NO_ARDS_sup_49",16,"1751-7",5,3.002,0.357169427583045,1.24897528365737,0.105640488105612,"all","FRBDX"
"NO_ARDS_sup_49",16,"1920-8",17,35.8235294117647,12.1975166228502,3.53489974250533,0.359177385852787,"all","FRBDX"
"NO_ARDS_sup_49",16,"1975-2",17,0.577915375058824,0.293770426513914,0.0428440982212603,0.256747518828787,"all","FRBDX"
"NO_ARDS_sup_49",16,"1988-5",39,40.3833333333333,50.1423241926279,2.80614937887483,1.56488394366879,"all","FRBDX"
"NO_ARDS_sup_49",16,"2019-8",14,39.5309461928571,8.84660461577069,3.66953077667358,0.20272283296016,"all","FRBDX"
"NO_ARDS_sup_49",16,"2160-0",47,0.956724735638298,0.591826753725342,0.316701757825564,0.32708765944493,"all","FRBDX"
"NO_ARDS_sup_49",16,"2276-4",10,813.65,720.438377131899,6.3525143261246,0.926318654467798,"all","FRBDX"
"NO_ARDS_sup_49",16,"2532-0",-99,-99,-99,-99,-99,"all","FRBDX"
"NO_ARDS_sup_49",16,"2703-7",14,76.4188167666667,16.3266249101172,4.31774337617392,0.243660362559067,"all","FRBDX"
"NO_ARDS_sup_49",16,"3255-7",14,642.142857142857,263.910782460477,6.38577455788009,0.415465517797032,"all","FRBDX"
"NO_ARDS_sup_49",16,"33959-8",4,3.845,7.64333478703286,0.204477860993021,1.70413351741764,"all","FRBDX"
"NO_ARDS_sup_49",16,"48065-7",9,5498.33333333333,7845.10441294442,7.79770115955338,1.35272368997126,"all","FRBDX"
"NO_ARDS_sup_49",16,"49563-0",9,1.47722222222222,4.36983554546901,-0.290558763686675,1.08918451480381,"all","FRBDX"
"NO_ARDS_sup_49",16,"5902-2",16,14.08125,1.76152159604512,2.67320229582945,0.116761575467878,"all","FRBDX"
"NO_ARDS_sup_49",16,"6690-2",44,8.12022727272727,4.2840892704726,2.01541830691016,0.590477702485705,"all","FRBDX"
"NO_ARDS_sup_49",16,"731-0",30,1.215,0.537983142922681,0.490254112775605,0.323344687430809,"all","FRBDX"
"NO_ARDS_sup_49",16,"751-8",30,6.315,3.88146146489287,1.77793794561633,0.542408229159025,"all","FRBDX"
"NO_ARDS_sup_49",17,"1742-6",19,39.3157894736842,28.5025391297355,3.38358337662722,0.851593988108725,"all","FRBDX"
"NO_ARDS_sup_49",17,"1751-7",5,2.814,0.334559411764189,1.19382259645634,0.105685964092086,"all","FRBDX"
"NO_ARDS_sup_49",17,"1920-8",19,37.7368421052632,24.6212241442738,3.52418519020369,0.454671263215752,"all","FRBDX"
"NO_ARDS_sup_49",17,"1975-2",20,0.5804093551,0.235122131609123,0.0543682451954014,0.221492493211402,"all","FRBDX"
"NO_ARDS_sup_49",17,"1988-5",28,31.3678571428571,31.7387781693395,2.71674785390335,1.48654500322628,"all","FRBDX"
"NO_ARDS_sup_49",17,"2019-8",13,40.8581850230769,10.351949556814,3.69580585837669,0.234761101739886,"all","FRBDX"
"NO_ARDS_sup_49",17,"2160-0",39,0.922090713923077,0.566688186637968,0.296447927888622,0.316102881516467,"all","FRBDX"
"NO_ARDS_sup_49",17,"2276-4",11,705.315454545454,609.584015593645,6.21690128750539,0.900107160359269,"all","FRBDX"
"NO_ARDS_sup_49",17,"2532-0",6,337.5,137.328438424093,5.77028321704072,0.332602459756022,"all","FRBDX"
"NO_ARDS_sup_49",17,"2703-7",13,87.3572209333333,40.2437873709003,4.41233266850234,0.336399160708592,"all","FRBDX"
"NO_ARDS_sup_49",17,"3255-7",12,466.666666666667,203.037539445893,6.04081039931498,0.510865045622391,"all","FRBDX"
"NO_ARDS_sup_49",17,"33959-8",3,0.04,0.0264575131106459,-0.616974552665391,0.0484516657214557,"all","FRBDX"
"NO_ARDS_sup_49",17,"48065-7",10,1855.7,1534.81204422923,7.26604874553876,0.743904145866753,"all","FRBDX"
"NO_ARDS_sup_49",17,"49563-0",8,0.0368125,0.0199963166251044,-0.622718286979357,0.0374731970127271,"all","FRBDX"
"NO_ARDS_sup_49",17,"5902-2",12,25.4083333333333,30.1847781726706,2.94505739589336,0.684491040163677,"all","FRBDX"
"NO_ARDS_sup_49",17,"6690-2",37,8.61743243243243,4.14840826596674,2.08903964109126,0.566690887146131,"all","FRBDX"
"NO_ARDS_sup_49",17,"731-0",22,1.03045454545455,0.626756406487874,0.356169275625985,0.375566207943597,"all","FRBDX"
"NO_ARDS_sup_49",17,"751-8",22,6.41659090909091,4.54061653731749,1.74515656820661,0.639163286186903,"all","FRBDX"
"NO_ARDS_sup_49",18,"1742-6",18,27.0833333333333,26.2870187153503,2.9663628717728,0.83589429822816,"all","FRBDX"
"NO_ARDS_sup_49",18,"1751-7",3,2.49333333333333,0.42453896562428,1.08983631246122,0.13935793559518,"all","FRBDX"
"NO_ARDS_sup_49",18,"1920-8",18,27.4722222222222,12.3270055309259,3.24835357357868,0.414827106893853,"all","FRBDX"
"NO_ARDS_sup_49",18,"1975-2",18,0.527940219444444,0.275842336309473,0.000694229971194314,0.226682414012286,"all","FRBDX"
"NO_ARDS_sup_49",18,"1988-5",31,47.0483870967742,60.552914165864,2.82835826622768,1.68981127187884,"all","FRBDX"
"NO_ARDS_sup_49",18,"2019-8",11,43.9443791883117,7.91936859602526,3.78063344752688,0.17054810722638,"all","FRBDX"
"NO_ARDS_sup_49",18,"2160-0",38,0.91182422818421,0.418428390052003,0.304816363946035,0.283330270883584,"all","FRBDX"
"NO_ARDS_sup_49",18,"2276-4",9,544.932222222222,538.44306690164,5.84811042222602,1.01618033881238,"all","FRBDX"
"NO_ARDS_sup_49",18,"2532-0",3,305,48.7749935930288,5.71376886966974,0.155121558860036,"all","FRBDX"
"NO_ARDS_sup_49",18,"2703-7",11,70.1439474376623,16.5969239653595,4.2305227829405,0.250010732024511,"all","FRBDX"
"NO_ARDS_sup_49",18,"3255-7",14,571.428571428571,304.298869859555,6.16785666073895,0.687610328860369,"all","FRBDX"
"NO_ARDS_sup_49",18,"33959-8",-99,-99,-99,-99,-99,"all","FRBDX"
"NO_ARDS_sup_49",18,"48065-7",12,3849.33333333333,5504.9568297099,7.71768941149324,0.977242905647513,"all","FRBDX"
"NO_ARDS_sup_49",18,"49563-0",8,0.027375,0.0273649280231885,-0.640974733350247,0.050345679967333,"all","FRBDX"
"NO_ARDS_sup_49",18,"5902-2",14,13.0214285714286,1.30630339945534,2.60009335370399,0.094163150594894,"all","FRBDX"
"NO_ARDS_sup_49",18,"6690-2",36,7.98638888888889,4.67265366805494,1.98705594415001,0.599750314463054,"all","FRBDX"
"NO_ARDS_sup_49",18,"731-0",21,1.36190476190476,0.668390746851114,0.559232406816073,0.367912375282333,"all","FRBDX"
"NO_ARDS_sup_49",18,"751-8",21,4.84,2.58352859477111,1.49313748150804,0.731630518175483,"all","FRBDX"
"NO_ARDS_sup_49",19,"1742-6",13,22.0769230769231,18.2366916702817,2.87395820185538,0.6963156719496,"all","FRBDX"
"NO_ARDS_sup_49",19,"1751-7",6,2.84,0.844511693228697,1.17367761976646,0.29280957290609,"all","FRBDX"
"NO_ARDS_sup_49",19,"1920-8",13,25.7692307692308,10.4335504196306,3.19326345456632,0.41314175468056,"all","FRBDX"
"NO_ARDS_sup_49",19,"1975-2",13,0.476833107076923,0.170238316862684,-0.0367760571437217,0.167944080136822,"all","FRBDX"
"NO_ARDS_sup_49",19,"1988-5",29,41.5775862068966,59.010081744876,2.70321714951896,1.63139683183152,"all","FRBDX"
"NO_ARDS_sup_49",19,"2019-8",15,39.8871065853968,9.34919381065999,3.67764609886103,0.202511088382655,"all","FRBDX"
"NO_ARDS_sup_49",19,"2160-0",33,1.06797612313636,0.779332239702515,0.370257761865746,0.372595276909408,"all","FRBDX"
"NO_ARDS_sup_49",19,"2276-4",9,1173.85777777778,1125.32233813003,6.4397207738431,1.35777891763235,"all","FRBDX"
"NO_ARDS_sup_49",19,"2532-0",4,392.5,90.7909687138539,5.95382676547296,0.23050203035347,"all","FRBDX"
"NO_ARDS_sup_49",19,"2703-7",14,79.8684641588435,23.4845850197071,4.35328108300433,0.257833803390561,"all","FRBDX"
