"variable","GROUP","concept","value","periode_group","time","siteid"
"COAGA","NO_ARDS_sup_49","MED-CLASS",24,"all","after","FRBDX"
"COAGA","OTHERS_sup_49","MED-CLASS",6,"all","after","FRBDX"
"COAGB","ARDS_18_49","MED-CLASS",14,"all","after","FRBDX"
"COAGB","ARDS_sup_49","MED-CLASS",127,"all","after","FRBDX"
"COAGB","NO_ARDS_18_49","MED-CLASS",88,"all","after","FRBDX"
"COAGB","NO_ARDS_sup_49","MED-CLASS",469,"all","after","FRBDX"
"COAGB","OTHERS_18_49","MED-CLASS",-99,"all","after","FRBDX"
"COAGB","OTHERS_sup_49","MED-CLASS",80,"all","after","FRBDX"
"COVIDVIRAL","ARDS_sup_49","MED-CLASS",-99,"all","after","FRBDX"
"COVIDVIRAL","NO_ARDS_18_49","MED-CLASS",9,"all","after","FRBDX"
"COVIDVIRAL","NO_ARDS_sup_49","MED-CLASS",42,"all","after","FRBDX"
"COVIDVIRAL","OTHERS_sup_49","MED-CLASS",3,"all","after","FRBDX"
"DIURETIC","ARDS_18_49","MED-CLASS",-99,"all","after","FRBDX"
"DIURETIC","ARDS_sup_49","MED-CLASS",15,"all","after","FRBDX"
"DIURETIC","NO_ARDS_18_49","MED-CLASS",4,"all","after","FRBDX"
"DIURETIC","NO_ARDS_sup_49","MED-CLASS",117,"all","after","FRBDX"
"DIURETIC","OTHERS_18_49","MED-CLASS",-99,"all","after","FRBDX"
"DIURETIC","OTHERS_sup_49","MED-CLASS",36,"all","after","FRBDX"
"HCQ","ARDS_sup_49","MED-CLASS",-99,"all","after","FRBDX"
"HCQ","NO_ARDS_18_49","MED-CLASS",3,"all","after","FRBDX"
"HCQ","NO_ARDS_sup_49","MED-CLASS",13,"all","after","FRBDX"
"HCQ","OTHERS_sup_49","MED-CLASS",-99,"all","after","FRBDX"
"ILI","ARDS_18_49","MED-CLASS",-99,"all","after","FRBDX"
"ILI","ARDS_sup_49","MED-CLASS",3,"all","after","FRBDX"
"ILI","NO_ARDS_18_49","MED-CLASS",-99,"all","after","FRBDX"
"ILI","NO_ARDS_sup_49","MED-CLASS",9,"all","after","FRBDX"
"ILI","OTHERS_sup_49","MED-CLASS",-99,"all","after","FRBDX"
"INTERFERON","NO_ARDS_18_49","MED-CLASS",-99,"all","after","FRBDX"
"SIANES","ARDS_sup_49","MED-CLASS",8,"all","after","FRBDX"
"SIANES","OTHERS_18_49","MED-CLASS",-99,"all","after","FRBDX"
"SIANES","OTHERS_sup_49","MED-CLASS",71,"all","after","FRBDX"
"SICARDIAC","OTHERS_sup_49","MED-CLASS",-99,"all","after","FRBDX"
"ACEI","ARDS_sup_49","MED-CLASS",7,"all","after_90","FRBDX"
"ACEI","NO_ARDS_18_49","MED-CLASS",-99,"all","after_90","FRBDX"
"ACEI","NO_ARDS_sup_49","MED-CLASS",-99,"all","after_90","FRBDX"
"ACEI","OTHERS_sup_49","MED-CLASS",-99,"all","after_90","FRBDX"
"ARB","ARDS_18_49","MED-CLASS",-99,"all","after_90","FRBDX"
"ARB","ARDS_sup_49","MED-CLASS",-99,"all","after_90","FRBDX"
"ARB","NO_ARDS_sup_49","MED-CLASS",5,"all","after_90","FRBDX"
"COAGA","NO_ARDS_sup_49","MED-CLASS",-99,"all","after_90","FRBDX"
"COAGB","ARDS_18_49","MED-CLASS",-99,"all","after_90","FRBDX"
"COAGB","ARDS_sup_49","MED-CLASS",21,"all","after_90","FRBDX"
"COAGB","NO_ARDS_sup_49","MED-CLASS",21,"all","after_90","FRBDX"
"COAGB","OTHERS_sup_49","MED-CLASS",6,"all","after_90","FRBDX"
"DIURETIC","ARDS_sup_49","MED-CLASS",3,"all","after_90","FRBDX"
"DIURETIC","NO_ARDS_18_49","MED-CLASS",-99,"all","after_90","FRBDX"
"DIURETIC","NO_ARDS_sup_49","MED-CLASS",9,"all","after_90","FRBDX"
"DIURETIC","OTHERS_sup_49","MED-CLASS",3,"all","after_90","FRBDX"
"SIANES","ARDS_sup_49","MED-CLASS",-99,"all","after_90","FRBDX"
"SIANES","OTHERS_sup_49","MED-CLASS",6,"all","after_90","FRBDX"
"ACEI","ARDS_18_49","MED-CLASS",-99,"P1","all","FRBDX"
"ACEI","ARDS_sup_49","MED-CLASS",10,"P1","all","FRBDX"
"ACEI","ARDS_sup_49","MED-CLASS",10,"P2","all","FRBDX"
"ACEI","NO_ARDS_18_49","MED-CLASS",-99,"P1","all","FRBDX"
"ACEI","NO_ARDS_18_49","MED-CLASS",8,"P2","all","FRBDX"
"ACEI","NO_ARDS_sup_49","MED-CLASS",12,"P1","all","FRBDX"
"ACEI","NO_ARDS_sup_49","MED-CLASS",60,"P2","all","FRBDX"
"ACEI","OTHERS_18_49","MED-CLASS",-99,"P1","all","FRBDX"
"ACEI","OTHERS_sup_49","MED-CLASS",5,"P1","all","FRBDX"
"ACEI","OTHERS_sup_49","MED-CLASS",9,"P2","all","FRBDX"
"ARB","ARDS_18_49","MED-CLASS",3,"P1","all","FRBDX"
"ARB","ARDS_sup_49","MED-CLASS",11,"P1","all","FRBDX"
"ARB","ARDS_sup_49","MED-CLASS",16,"P2","all","FRBDX"
"ARB","NO_ARDS_18_49","MED-CLASS",7,"P2","all","FRBDX"
"ARB","NO_ARDS_sup_49","MED-CLASS",28,"P1","all","FRBDX"
"ARB","NO_ARDS_sup_49","MED-CLASS",67,"P2","all","FRBDX"
"ARB","OTHERS_18_49","MED-CLASS",-99,"P2","all","FRBDX"
"ARB","OTHERS_sup_49","MED-CLASS",-99,"P1","all","FRBDX"
"ARB","OTHERS_sup_49","MED-CLASS",6,"P2","all","FRBDX"
"COAGA","ARDS_sup_49","MED-CLASS",-99,"P1","all","FRBDX"
"COAGA","ARDS_sup_49","MED-CLASS",3,"P2","all","FRBDX"
"COAGA","NO_ARDS_18_49","MED-CLASS",-99,"P2","all","FRBDX"
"COAGA","NO_ARDS_sup_49","MED-CLASS",6,"P1","all","FRBDX"
"COAGA","NO_ARDS_sup_49","MED-CLASS",26,"P2","all","FRBDX"
"COAGA","OTHERS_sup_49","MED-CLASS",-99,"P1","all","FRBDX"
"COAGA","OTHERS_sup_49","MED-CLASS",6,"P2","all","FRBDX"
"COAGB","ARDS_18_49","MED-CLASS",8,"P1","all","FRBDX"
"COAGB","ARDS_18_49","MED-CLASS",6,"P2","all","FRBDX"
"COAGB","ARDS_sup_49","MED-CLASS",57,"P1","all","FRBDX"
"COAGB","ARDS_sup_49","MED-CLASS",73,"P2","all","FRBDX"
"COAGB","NO_ARDS_18_49","MED-CLASS",19,"P1","all","FRBDX"
"COAGB","NO_ARDS_18_49","MED-CLASS",72,"P2","all","FRBDX"
"COAGB","NO_ARDS_sup_49","MED-CLASS",148,"P1","all","FRBDX"
"COAGB","NO_ARDS_sup_49","MED-CLASS",337,"P2","all","FRBDX"
"COAGB","OTHERS_18_49","MED-CLASS",-99,"P1","all","FRBDX"
"COAGB","OTHERS_18_49","MED-CLASS",-99,"P2","all","FRBDX"
"COAGB","OTHERS_sup_49","MED-CLASS",21,"P1","all","FRBDX"
"COAGB","OTHERS_sup_49","MED-CLASS",61,"P2","all","FRBDX"
"COVIDVIRAL","ARDS_sup_49","MED-CLASS",-99,"P1","all","FRBDX"
"COVIDVIRAL","NO_ARDS_18_49","MED-CLASS",6,"P1","all","FRBDX"
"COVIDVIRAL","NO_ARDS_18_49","MED-CLASS",3,"P2","all","FRBDX"
"COVIDVIRAL","NO_ARDS_sup_49","MED-CLASS",39,"P1","all","FRBDX"
"COVIDVIRAL","NO_ARDS_sup_49","MED-CLASS",3,"P2","all","FRBDX"
"COVIDVIRAL","OTHERS_sup_49","MED-CLASS",3,"P1","all","FRBDX"
"DIURETIC","ARDS_18_49","MED-CLASS",-99,"P1","all","FRBDX"
"DIURETIC","ARDS_sup_49","MED-CLASS",8,"P1","all","FRBDX"
"DIURETIC","ARDS_sup_49","MED-CLASS",11,"P2","all","FRBDX"
"DIURETIC","NO_ARDS_18_49","MED-CLASS",-99,"P1","all","FRBDX"
"DIURETIC","NO_ARDS_18_49","MED-CLASS",4,"P2","all","FRBDX"
"DIURETIC","NO_ARDS_sup_49","MED-CLASS",38,"P1","all","FRBDX"
"DIURETIC","NO_ARDS_sup_49","MED-CLASS",96,"P2","all","FRBDX"
"DIURETIC","OTHERS_18_49","MED-CLASS",-99,"P1","all","FRBDX"
"DIURETIC","OTHERS_sup_49","MED-CLASS",10,"P1","all","FRBDX"
"DIURETIC","OTHERS_sup_49","MED-CLASS",31,"P2","all","FRBDX"
"HCQ","ARDS_sup_49","MED-CLASS",-99,"P1","all","FRBDX"
"HCQ","NO_ARDS_18_49","MED-CLASS",-99,"P1","all","FRBDX"
"HCQ","NO_ARDS_18_49","MED-CLASS",-99,"P2","all","FRBDX"
"HCQ","NO_ARDS_sup_49","MED-CLASS",12,"P1","all","FRBDX"
"HCQ","NO_ARDS_sup_49","MED-CLASS",-99,"P2","all","FRBDX"
"HCQ","OTHERS_sup_49","MED-CLASS",-99,"P1","all","FRBDX"
"ILI","ARDS_18_49","MED-CLASS",-99,"P2","all","FRBDX"
"ILI","ARDS_sup_49","MED-CLASS",-99,"P1","all","FRBDX"
"ILI","ARDS_sup_49","MED-CLASS",4,"P2","all","FRBDX"
"ILI","NO_ARDS_18_49","MED-CLASS",-99,"P2","all","FRBDX"
"ILI","NO_ARDS_sup_49","MED-CLASS",3,"P1","all","FRBDX"
"ILI","NO_ARDS_sup_49","MED-CLASS",7,"P2","all","FRBDX"
"ILI","OTHERS_sup_49","MED-CLASS",-99,"P1","all","FRBDX"
"INTERFERON","NO_ARDS_18_49","MED-CLASS",-99,"P1","all","FRBDX"
"SIANES","ARDS_sup_49","MED-CLASS",5,"P1","all","FRBDX"
"SIANES","ARDS_sup_49","MED-CLASS",4,"P2","all","FRBDX"
"SIANES","NO_ARDS_sup_49","MED-CLASS",4,"P2","all","FRBDX"
"SIANES","OTHERS_18_49","MED-CLASS",-99,"P2","all","FRBDX"
"SIANES","OTHERS_sup_49","MED-CLASS",20,"P1","all","FRBDX"
"SIANES","OTHERS_sup_49","MED-CLASS",51,"P2","all","FRBDX"
"SICARDIAC","OTHERS_sup_49","MED-CLASS",-99,"P1","all","FRBDX"
"ACEI","ARDS_sup_49","MED-CLASS",3,"P1","before","FRBDX"
"ACEI","ARDS_sup_49","MED-CLASS",-99,"P2","before","FRBDX"
"ACEI","NO_ARDS_18_49","MED-CLASS",-99,"P1","before","FRBDX"
"ACEI","NO_ARDS_18_49","MED-CLASS",7,"P2","before","FRBDX"
"ACEI","NO_ARDS_sup_49","MED-CLASS",-99,"P1","before","FRBDX"
"ACEI","NO_ARDS_sup_49","MED-CLASS",22,"P2","before","FRBDX"
"ACEI","OTHERS_sup_49","MED-CLASS",-99,"P1","before","FRBDX"
"ACEI","OTHERS_sup_49","MED-CLASS",6,"P2","before","FRBDX"
"ARB","ARDS_sup_49","MED-CLASS",3,"P2","before","FRBDX"
"ARB","NO_ARDS_18_49","MED-CLASS",-99,"P2","before","FRBDX"
"ARB","NO_ARDS_sup_49","MED-CLASS",-99,"P1","before","FRBDX"
"ARB","NO_ARDS_sup_49","MED-CLASS",9,"P2","before","FRBDX"
"ARB","OTHERS_sup_49","MED-CLASS",4,"P2","before","FRBDX"
"COAGA","ARDS_sup_49","MED-CLASS",-99,"P2","before","FRBDX"
"COAGA","NO_ARDS_18_49","MED-CLASS",-99,"P2","before","FRBDX"
"COAGA","NO_ARDS_sup_49","MED-CLASS",-99,"P1","before","FRBDX"
"COAGA","NO_ARDS_sup_49","MED-CLASS",11,"P2","before","FRBDX"
"COAGA","OTHERS_sup_49","MED-CLASS",-99,"P1","before","FRBDX"
"COAGA","OTHERS_sup_49","MED-CLASS",-99,"P2","before","FRBDX"
"COAGB","ARDS_sup_49","MED-CLASS",4,"P1","before","FRBDX"
"COAGB","ARDS_sup_49","MED-CLASS",14,"P2","before","FRBDX"
"COAGB","NO_ARDS_18_49","MED-CLASS",10,"P2","before","FRBDX"
"COAGB","NO_ARDS_sup_49","MED-CLASS",18,"P1","before","FRBDX"
"COAGB","NO_ARDS_sup_49","MED-CLASS",71,"P2","before","FRBDX"
"COAGB","OTHERS_sup_49","MED-CLASS",3,"P1","before","FRBDX"
"COAGB","OTHERS_sup_49","MED-CLASS",15,"P2","before","FRBDX"
"DIURETIC","ARDS_sup_49","MED-CLASS",5,"P1","before","FRBDX"
"DIURETIC","ARDS_sup_49","MED-CLASS",3,"P2","before","FRBDX"
"DIURETIC","NO_ARDS_18_49","MED-CLASS",-99,"P1","before","FRBDX"
"DIURETIC","NO_ARDS_18_49","MED-CLASS",4,"P2","before","FRBDX"
"DIURETIC","NO_ARDS_sup_49","MED-CLASS",11,"P1","before","FRBDX"
"DIURETIC","NO_ARDS_sup_49","MED-CLASS",37,"P2","before","FRBDX"
"DIURETIC","OTHERS_sup_49","MED-CLASS",-99,"P1","before","FRBDX"
"DIURETIC","OTHERS_sup_49","MED-CLASS",10,"P2","before","FRBDX"
"HCQ","NO_ARDS_18_49","MED-CLASS",-99,"P2","before","FRBDX"
"ILI","ARDS_sup_49","MED-CLASS",-99,"P1","before","FRBDX"
"ILI","ARDS_sup_49","MED-CLASS",-99,"P2","before","FRBDX"
"ILI","NO_ARDS_sup_49","MED-CLASS",-99,"P2","before","FRBDX"
"INTERFERON","NO_ARDS_18_49","MED-CLASS",-99,"P1","before","FRBDX"
"SIANES","ARDS_sup_49","MED-CLASS",-99,"P2","before","FRBDX"
"SIANES","NO_ARDS_sup_49","MED-CLASS",4,"P2","before","FRBDX"
"ACEI","ARDS_18_49","MED-CLASS",-99,"P1","after","FRBDX"
"ACEI","ARDS_sup_49","MED-CLASS",10,"P1","after","FRBDX"
"ACEI","ARDS_sup_49","MED-CLASS",9,"P2","after","FRBDX"
"ACEI","NO_ARDS_18_49","MED-CLASS",6,"P2","after","FRBDX"
"ACEI","NO_ARDS_sup_49","MED-CLASS",11,"P1","after","FRBDX"
"ACEI","NO_ARDS_sup_49","MED-CLASS",50,"P2","after","FRBDX"
"ACEI","OTHERS_18_49","MED-CLASS",-99,"P1","after","FRBDX"
"ACEI","OTHERS_sup_49","MED-CLASS",4,"P1","after","FRBDX"
"ACEI","OTHERS_sup_49","MED-CLASS",4,"P2","after","FRBDX"
"ARB","ARDS_18_49","MED-CLASS",3,"P1","after","FRBDX"
"ARB","ARDS_sup_49","MED-CLASS",11,"P1","after","FRBDX"
"ARB","ARDS_sup_49","MED-CLASS",14,"P2","after","FRBDX"
"ARB","NO_ARDS_18_49","MED-CLASS",7,"P2","after","FRBDX"
"ARB","NO_ARDS_sup_49","MED-CLASS",27,"P1","after","FRBDX"
"ARB","NO_ARDS_sup_49","MED-CLASS",60,"P2","after","FRBDX"
"ARB","OTHERS_18_49","MED-CLASS",-99,"P2","after","FRBDX"
"ARB","OTHERS_sup_49","MED-CLASS",-99,"P1","after","FRBDX"
"ARB","OTHERS_sup_49","MED-CLASS",3,"P2","after","FRBDX"
"COAGA","ARDS_sup_49","MED-CLASS",-99,"P1","after","FRBDX"
"COAGA","ARDS_sup_49","MED-CLASS",-99,"P2","after","FRBDX"
"COAGA","NO_ARDS_18_49","MED-CLASS",-99,"P2","after","FRBDX"
"COAGA","NO_ARDS_sup_49","MED-CLASS",5,"P1","after","FRBDX"
"COAGA","NO_ARDS_sup_49","MED-CLASS",19,"P2","after","FRBDX"
"COAGA","OTHERS_sup_49","MED-CLASS",-99,"P1","after","FRBDX"
"COAGA","OTHERS_sup_49","MED-CLASS",5,"P2","after","FRBDX"
"COAGB","ARDS_18_49","MED-CLASS",8,"P1","after","FRBDX"
"COAGB","ARDS_18_49","MED-CLASS",6,"P2","after","FRBDX"
"COAGB","ARDS_sup_49","MED-CLASS",56,"P1","after","FRBDX"
"COAGB","ARDS_sup_49","MED-CLASS",71,"P2","after","FRBDX"
"COAGB","NO_ARDS_18_49","MED-CLASS",19,"P1","after","FRBDX"
"COAGB","NO_ARDS_18_49","MED-CLASS",69,"P2","after","FRBDX"
"COAGB","NO_ARDS_sup_49","MED-CLASS",142,"P1","after","FRBDX"
"COAGB","NO_ARDS_sup_49","MED-CLASS",327,"P2","after","FRBDX"
"COAGB","OTHERS_18_49","MED-CLASS",-99,"P1","after","FRBDX"
"COAGB","OTHERS_18_49","MED-CLASS",-99,"P2","after","FRBDX"
"COAGB","OTHERS_sup_49","MED-CLASS",21,"P1","after","FRBDX"
"COAGB","OTHERS_sup_49","MED-CLASS",59,"P2","after","FRBDX"
"COVIDVIRAL","ARDS_sup_49","MED-CLASS",-99,"P1","after","FRBDX"
"COVIDVIRAL","NO_ARDS_18_49","MED-CLASS",6,"P1","after","FRBDX"
"COVIDVIRAL","NO_ARDS_18_49","MED-CLASS",3,"P2","after","FRBDX"
"COVIDVIRAL","NO_ARDS_sup_49","MED-CLASS",39,"P1","after","FRBDX"
"COVIDVIRAL","NO_ARDS_sup_49","MED-CLASS",3,"P2","after","FRBDX"
"COVIDVIRAL","OTHERS_sup_49","MED-CLASS",3,"P1","after","FRBDX"
"DIURETIC","ARDS_18_49","MED-CLASS",-99,"P1","after","FRBDX"
"DIURETIC","ARDS_sup_49","MED-CLASS",6,"P1","after","FRBDX"
"DIURETIC","ARDS_sup_49","MED-CLASS",9,"P2","after","FRBDX"
"DIURETIC","NO_ARDS_18_49","MED-CLASS",-99,"P1","after","FRBDX"
"DIURETIC","NO_ARDS_18_49","MED-CLASS",3,"P2","after","FRBDX"
"DIURETIC","NO_ARDS_sup_49","MED-CLASS",33,"P1","after","FRBDX"
"DIURETIC","NO_ARDS_sup_49","MED-CLASS",84,"P2","after","FRBDX"
"DIURETIC","OTHERS_18_49","MED-CLASS",-99,"P1","after","FRBDX"
"DIURETIC","OTHERS_sup_49","MED-CLASS",10,"P1","after","FRBDX"
"DIURETIC","OTHERS_sup_49","MED-CLASS",26,"P2","after","FRBDX"
"HCQ","ARDS_sup_49","MED-CLASS",-99,"P1","after","FRBDX"
"HCQ","NO_ARDS_18_49","MED-CLASS",-99,"P1","after","FRBDX"
"HCQ","NO_ARDS_18_49","MED-CLASS",-99,"P2","after","FRBDX"
"HCQ","NO_ARDS_sup_49","MED-CLASS",12,"P1","after","FRBDX"
"HCQ","NO_ARDS_sup_49","MED-CLASS",-99,"P2","after","FRBDX"
"HCQ","OTHERS_sup_49","MED-CLASS",-99,"P1","after","FRBDX"
"ILI","ARDS_18_49","MED-CLASS",-99,"P2","after","FRBDX"
"ILI","ARDS_sup_49","MED-CLASS",3,"P2","after","FRBDX"
"ILI","NO_ARDS_18_49","MED-CLASS",-99,"P2","after","FRBDX"
"ILI","NO_ARDS_sup_49","MED-CLASS",3,"P1","after","FRBDX"
"ILI","NO_ARDS_sup_49","MED-CLASS",6,"P2","after","FRBDX"
"ILI","OTHERS_sup_49","MED-CLASS",-99,"P1","after","FRBDX"
"INTERFERON","NO_ARDS_18_49","MED-CLASS",-99,"P1","after","FRBDX"
"SIANES","ARDS_sup_49","MED-CLASS",5,"P1","after","FRBDX"
"SIANES","ARDS_sup_49","MED-CLASS",3,"P2","after","FRBDX"
"SIANES","OTHERS_18_49","MED-CLASS",-99,"P2","after","FRBDX"
"SIANES","OTHERS_sup_49","MED-CLASS",20,"P1","after","FRBDX"
"SIANES","OTHERS_sup_49","MED-CLASS",51,"P2","after","FRBDX"
"SICARDIAC","OTHERS_sup_49","MED-CLASS",-99,"P1","after","FRBDX"
"ACEI","ARDS_sup_49","MED-CLASS",4,"P1","after_90","FRBDX"
"ACEI","ARDS_sup_49","MED-CLASS",3,"P2","after_90","FRBDX"
"ACEI","NO_ARDS_18_49","MED-CLASS",-99,"P2","after_90","FRBDX"
"ACEI","NO_ARDS_sup_49","MED-CLASS",-99,"P1","after_90","FRBDX"
"ACEI","NO_ARDS_sup_49","MED-CLASS",-99,"P2","after_90","FRBDX"
"ACEI","OTHERS_sup_49","MED-CLASS",-99,"P2","after_90","FRBDX"
"ARB","ARDS_18_49","MED-CLASS",-99,"P1","after_90","FRBDX"
"ARB","ARDS_sup_49","MED-CLASS",-99,"P2","after_90","FRBDX"
"ARB","NO_ARDS_sup_49","MED-CLASS",4,"P1","after_90","FRBDX"
"ARB","NO_ARDS_sup_49","MED-CLASS",-99,"P2","after_90","FRBDX"
"COAGA","NO_ARDS_sup_49","MED-CLASS",-99,"P1","after_90","FRBDX"
"COAGA","NO_ARDS_sup_49","MED-CLASS",-99,"P2","after_90","FRBDX"
"COAGB","ARDS_18_49","MED-CLASS",-99,"P1","after_90","FRBDX"
"COAGB","ARDS_sup_49","MED-CLASS",11,"P1","after_90","FRBDX"
"COAGB","ARDS_sup_49","MED-CLASS",10,"P2","after_90","FRBDX"
"COAGB","NO_ARDS_sup_49","MED-CLASS",9,"P1","after_90","FRBDX"
"COAGB","NO_ARDS_sup_49","MED-CLASS",12,"P2","after_90","FRBDX"
"COAGB","OTHERS_sup_49","MED-CLASS",-99,"P1","after_90","FRBDX"
"COAGB","OTHERS_sup_49","MED-CLASS",4,"P2","after_90","FRBDX"
"DIURETIC","ARDS_sup_49","MED-CLASS",-99,"P1","after_90","FRBDX"
"DIURETIC","ARDS_sup_49","MED-CLASS",-99,"P2","after_90","FRBDX"
"DIURETIC","NO_ARDS_18_49","MED-CLASS",-99,"P2","after_90","FRBDX"
"DIURETIC","NO_ARDS_sup_49","MED-CLASS",4,"P1","after_90","FRBDX"
"DIURETIC","NO_ARDS_sup_49","MED-CLASS",5,"P2","after_90","FRBDX"
"DIURETIC","OTHERS_sup_49","MED-CLASS",-99,"P1","after_90","FRBDX"
"DIURETIC","OTHERS_sup_49","MED-CLASS",-99,"P2","after_90","FRBDX"
"SIANES","ARDS_sup_49","MED-CLASS",-99,"P1","after_90","FRBDX"
"SIANES","OTHERS_sup_49","MED-CLASS",-99,"P1","after_90","FRBDX"
"SIANES","OTHERS_sup_49","MED-CLASS",5,"P2","after_90","FRBDX"
"CHF","ARDS_18_49","elix",0,"all","before","FRBDX"
"Arrhythmia","ARDS_18_49","elix",0,"all","before","FRBDX"
"Valvular","ARDS_18_49","elix",-99,"all","before","FRBDX"
"PHTN","ARDS_18_49","elix",0,"all","before","FRBDX"
"PVD","ARDS_18_49","elix",0,"all","before","FRBDX"
"HTN","ARDS_18_49","elix",-99,"all","before","FRBDX"
"Paralysis","ARDS_18_49","elix",0,"all","before","FRBDX"
"NeuroOther","ARDS_18_49","elix",0,"all","before","FRBDX"
"Pulmonary","ARDS_18_49","elix",0,"all","before","FRBDX"
"DM","ARDS_18_49","elix",-99,"all","before","FRBDX"
"DMcx","ARDS_18_49","elix",-99,"all","before","FRBDX"
"Hypothyroid","ARDS_18_49","elix",-99,"all","before","FRBDX"
"Renal","ARDS_18_49","elix",0,"all","before","FRBDX"
"Liver","ARDS_18_49","elix",0,"all","before","FRBDX"
"PUD","ARDS_18_49","elix",0,"all","before","FRBDX"
"HIV","ARDS_18_49","elix",0,"all","before","FRBDX"
"Lymphoma","ARDS_18_49","elix",0,"all","before","FRBDX"
"Mets","ARDS_18_49","elix",0,"all","before","FRBDX"
"Tumor","ARDS_18_49","elix",0,"all","before","FRBDX"
"Rheumatic","ARDS_18_49","elix",0,"all","before","FRBDX"
"Coagulopathy","ARDS_18_49","elix",0,"all","before","FRBDX"
"Obesity","ARDS_18_49","elix",-99,"all","before","FRBDX"
"WeightLoss","ARDS_18_49","elix",0,"all","before","FRBDX"
"FluidsLytes","ARDS_18_49","elix",0,"all","before","FRBDX"
"BloodLoss","ARDS_18_49","elix",0,"all","before","FRBDX"
"Anemia","ARDS_18_49","elix",0,"all","before","FRBDX"
"Alcohol","ARDS_18_49","elix",0,"all","before","FRBDX"
"Drugs","ARDS_18_49","elix",0,"all","before","FRBDX"
"Psychoses","ARDS_18_49","elix",0,"all","before","FRBDX"
"Depression","ARDS_18_49","elix",0,"all","before","FRBDX"
"CHF","ARDS_sup_49","elix",10,"all","before","FRBDX"
"Arrhythmia","ARDS_sup_49","elix",8,"all","before","FRBDX"
"Valvular","ARDS_sup_49","elix",5,"all","before","FRBDX"
"PHTN","ARDS_sup_49","elix",-99,"all","before","FRBDX"
"PVD","ARDS_sup_49","elix",6,"all","before","FRBDX"
"HTN","ARDS_sup_49","elix",14,"all","before","FRBDX"
"Paralysis","ARDS_sup_49","elix",-99,"all","before","FRBDX"
"NeuroOther","ARDS_sup_49","elix",3,"all","before","FRBDX"
"Pulmonary","ARDS_sup_49","elix",5,"all","before","FRBDX"
"DM","ARDS_sup_49","elix",7,"all","before","FRBDX"
"DMcx","ARDS_sup_49","elix",7,"all","before","FRBDX"
"Hypothyroid","ARDS_sup_49","elix",-99,"all","before","FRBDX"
"Renal","ARDS_sup_49","elix",9,"all","before","FRBDX"
"Liver","ARDS_sup_49","elix",-99,"all","before","FRBDX"
"PUD","ARDS_sup_49","elix",0,"all","before","FRBDX"
"HIV","ARDS_sup_49","elix",0,"all","before","FRBDX"
"Lymphoma","ARDS_sup_49","elix",0,"all","before","FRBDX"
"Mets","ARDS_sup_49","elix",0,"all","before","FRBDX"
"Tumor","ARDS_sup_49","elix",4,"all","before","FRBDX"
"Rheumatic","ARDS_sup_49","elix",0,"all","before","FRBDX"
"Coagulopathy","ARDS_sup_49","elix",3,"all","before","FRBDX"
"Obesity","ARDS_sup_49","elix",6,"all","before","FRBDX"
"WeightLoss","ARDS_sup_49","elix",-99,"all","before","FRBDX"
"FluidsLytes","ARDS_sup_49","elix",10,"all","before","FRBDX"
"BloodLoss","ARDS_sup_49","elix",3,"all","before","FRBDX"
"Anemia","ARDS_sup_49","elix",3,"all","before","FRBDX"
"Alcohol","ARDS_sup_49","elix",8,"all","before","FRBDX"
"Drugs","ARDS_sup_49","elix",5,"all","before","FRBDX"
"Psychoses","ARDS_sup_49","elix",0,"all","before","FRBDX"
"Depression","ARDS_sup_49","elix",4,"all","before","FRBDX"
"CHF","NO_ARDS_18_49","elix",-99,"all","before","FRBDX"
"Arrhythmia","NO_ARDS_18_49","elix",7,"all","before","FRBDX"
"Valvular","NO_ARDS_18_49","elix",-99,"all","before","FRBDX"
"PHTN","NO_ARDS_18_49","elix",0,"all","before","FRBDX"
"PVD","NO_ARDS_18_49","elix",-99,"all","before","FRBDX"
"HTN","NO_ARDS_18_49","elix",7,"all","before","FRBDX"
"Paralysis","NO_ARDS_18_49","elix",-99,"all","before","FRBDX"
"NeuroOther","NO_ARDS_18_49","elix",-99,"all","before","FRBDX"
"Pulmonary","NO_ARDS_18_49","elix",-99,"all","before","FRBDX"
"DM","NO_ARDS_18_49","elix",4,"all","before","FRBDX"
"DMcx","NO_ARDS_18_49","elix",4,"all","before","FRBDX"
"Hypothyroid","NO_ARDS_18_49","elix",-99,"all","before","FRBDX"
"Renal","NO_ARDS_18_49","elix",8,"all","before","FRBDX"
"Liver","NO_ARDS_18_49","elix",5,"all","before","FRBDX"
"PUD","NO_ARDS_18_49","elix",0,"all","before","FRBDX"
"HIV","NO_ARDS_18_49","elix",0,"all","before","FRBDX"
"Lymphoma","NO_ARDS_18_49","elix",0,"all","before","FRBDX"
"Mets","NO_ARDS_18_49","elix",0,"all","before","FRBDX"
"Tumor","NO_ARDS_18_49","elix",0,"all","before","FRBDX"
"Rheumatic","NO_ARDS_18_49","elix",3,"all","before","FRBDX"
"Coagulopathy","NO_ARDS_18_49","elix",7,"all","before","FRBDX"
"Obesity","NO_ARDS_18_49","elix",9,"all","before","FRBDX"
"WeightLoss","NO_ARDS_18_49","elix",3,"all","before","FRBDX"
"FluidsLytes","NO_ARDS_18_49","elix",7,"all","before","FRBDX"
"BloodLoss","NO_ARDS_18_49","elix",-99,"all","before","FRBDX"
"Anemia","NO_ARDS_18_49","elix",-99,"all","before","FRBDX"
