"variable","GROUP","concept","value","periode_group","time","siteid"
"B00","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B02","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B09","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B18","NO_ARDS_18_49","DIAG-ICD10",3,"all","before","FRBDX"
"B18","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B20","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B24","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B25","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B34","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B36","NO_ARDS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"B37","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B37","NO_ARDS_sup_49","DIAG-ICD10",8,"all","before","FRBDX"
"B37","OTHERS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"B49","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B94","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B95","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B95","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B95","NO_ARDS_sup_49","DIAG-ICD10",11,"all","before","FRBDX"
"B95","OTHERS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"B96","ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"B96","NO_ARDS_18_49","DIAG-ICD10",5,"all","before","FRBDX"
"B96","NO_ARDS_sup_49","DIAG-ICD10",26,"all","before","FRBDX"
"B96","OTHERS_sup_49","DIAG-ICD10",6,"all","before","FRBDX"
"B97","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B98","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B98","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"B98","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C10","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C11","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C16","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C20","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C22","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"C24","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C34","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C34","NO_ARDS_sup_49","DIAG-ICD10",5,"all","before","FRBDX"
"C34","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C43","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C50","NO_ARDS_sup_49","DIAG-ICD10",6,"all","before","FRBDX"
"C54","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C56","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C56","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C61","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C61","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"C64","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C77","NO_ARDS_sup_49","DIAG-ICD10",5,"all","before","FRBDX"
"C77","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C78","NO_ARDS_sup_49","DIAG-ICD10",8,"all","before","FRBDX"
"C78","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C79","NO_ARDS_sup_49","DIAG-ICD10",7,"all","before","FRBDX"
"C79","OTHERS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"C82","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C83","NO_ARDS_sup_49","DIAG-ICD10",5,"all","before","FRBDX"
"C85","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C90","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C92","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C93","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"C94","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D01","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D07","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D12","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D12","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"D17","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D18","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D23","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D32","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D35","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D38","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D45","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D46","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D47","ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D47","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D47","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D47","NO_ARDS_sup_49","DIAG-ICD10",6,"all","before","FRBDX"
"D48","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D50","ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"D50","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D50","NO_ARDS_sup_49","DIAG-ICD10",17,"all","before","FRBDX"
"D50","OTHERS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"D52","NO_ARDS_sup_49","DIAG-ICD10",7,"all","before","FRBDX"
"D52","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D53","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"D55","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D56","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D56","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D57","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D59","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D59","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D60","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D61","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D61","NO_ARDS_sup_49","DIAG-ICD10",8,"all","before","FRBDX"
"D61","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D62","NO_ARDS_sup_49","DIAG-ICD10",6,"all","before","FRBDX"
"D62","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D63","ARDS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"D63","NO_ARDS_18_49","DIAG-ICD10",3,"all","before","FRBDX"
"D63","NO_ARDS_sup_49","DIAG-ICD10",18,"all","before","FRBDX"
"D63","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D63","OTHERS_sup_49","DIAG-ICD10",6,"all","before","FRBDX"
"D64","ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"D64","NO_ARDS_18_49","DIAG-ICD10",3,"all","before","FRBDX"
"D64","NO_ARDS_sup_49","DIAG-ICD10",30,"all","before","FRBDX"
"D64","OTHERS_sup_49","DIAG-ICD10",11,"all","before","FRBDX"
"D65","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D68","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D68","NO_ARDS_18_49","DIAG-ICD10",3,"all","before","FRBDX"
"D68","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D68","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D69","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D69","NO_ARDS_18_49","DIAG-ICD10",5,"all","before","FRBDX"
"D69","NO_ARDS_sup_49","DIAG-ICD10",16,"all","before","FRBDX"
"D69","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D69","OTHERS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"D70","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D70","NO_ARDS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"D70","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D70","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D72","ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"D72","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D72","NO_ARDS_sup_49","DIAG-ICD10",17,"all","before","FRBDX"
"D72","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D72","OTHERS_sup_49","DIAG-ICD10",8,"all","before","FRBDX"
"D73","NO_ARDS_sup_49","DIAG-ICD10",5,"all","before","FRBDX"
"D75","NO_ARDS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"D80","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D80","NO_ARDS_sup_49","DIAG-ICD10",5,"all","before","FRBDX"
"D84","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D84","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D86","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D86","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D89","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"D89","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E03","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E03","NO_ARDS_sup_49","DIAG-ICD10",13,"all","before","FRBDX"
"E03","OTHERS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"E04","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"E04","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E05","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"E06","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E10","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E10","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E10","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E10","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E11","ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E11","ARDS_sup_49","DIAG-ICD10",7,"all","before","FRBDX"
"E11","NO_ARDS_18_49","DIAG-ICD10",3,"all","before","FRBDX"
"E11","NO_ARDS_sup_49","DIAG-ICD10",34,"all","before","FRBDX"
"E11","OTHERS_sup_49","DIAG-ICD10",9,"all","before","FRBDX"
"E13","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"E13","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E14","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E14","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E16","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E16","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E16","NO_ARDS_sup_49","DIAG-ICD10",6,"all","before","FRBDX"
"E16","OTHERS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"E20","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E21","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"E21","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E22","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E22","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E23","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E23","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E27","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E27","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E43","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E43","NO_ARDS_sup_49","DIAG-ICD10",14,"all","before","FRBDX"
"E43","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E43","OTHERS_sup_49","DIAG-ICD10",7,"all","before","FRBDX"
"E44","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E44","NO_ARDS_sup_49","DIAG-ICD10",15,"all","before","FRBDX"
"E44","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E46","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E46","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E51","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E53","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E53","NO_ARDS_sup_49","DIAG-ICD10",5,"all","before","FRBDX"
"E54","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E55","NO_ARDS_sup_49","DIAG-ICD10",12,"all","before","FRBDX"
"E55","OTHERS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"E56","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E60","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E61","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"E61","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E65","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E66","ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E66","ARDS_sup_49","DIAG-ICD10",6,"all","before","FRBDX"
"E66","NO_ARDS_18_49","DIAG-ICD10",9,"all","before","FRBDX"
"E66","NO_ARDS_sup_49","DIAG-ICD10",31,"all","before","FRBDX"
"E66","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E66","OTHERS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"E74","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E78","ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E78","ARDS_sup_49","DIAG-ICD10",8,"all","before","FRBDX"
"E78","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E78","NO_ARDS_sup_49","DIAG-ICD10",41,"all","before","FRBDX"
"E78","OTHERS_sup_49","DIAG-ICD10",13,"all","before","FRBDX"
"E79","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E79","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E80","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E80","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E83","ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E83","ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"E83","NO_ARDS_18_49","DIAG-ICD10",3,"all","before","FRBDX"
"E83","NO_ARDS_sup_49","DIAG-ICD10",20,"all","before","FRBDX"
"E83","OTHERS_sup_49","DIAG-ICD10",7,"all","before","FRBDX"
"E85","NO_ARDS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"E86","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E86","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E86","NO_ARDS_sup_49","DIAG-ICD10",10,"all","before","FRBDX"
"E86","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E87","ARDS_sup_49","DIAG-ICD10",10,"all","before","FRBDX"
"E87","NO_ARDS_18_49","DIAG-ICD10",7,"all","before","FRBDX"
"E87","NO_ARDS_sup_49","DIAG-ICD10",61,"all","before","FRBDX"
"E87","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E87","OTHERS_sup_49","DIAG-ICD10",20,"all","before","FRBDX"
"E88","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E88","NO_ARDS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"E89","ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E89","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"E89","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"E89","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F00","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"F00","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F01","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F01","NO_ARDS_sup_49","DIAG-ICD10",5,"all","before","FRBDX"
"F02","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F02","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F03","NO_ARDS_sup_49","DIAG-ICD10",11,"all","before","FRBDX"
"F03","OTHERS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"F05","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"F05","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F06","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F06","NO_ARDS_sup_49","DIAG-ICD10",8,"all","before","FRBDX"
"F06","OTHERS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"F10","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F10","NO_ARDS_sup_49","DIAG-ICD10",13,"all","before","FRBDX"
"F10","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F11","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F12","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F17","ARDS_sup_49","DIAG-ICD10",9,"all","before","FRBDX"
"F17","NO_ARDS_18_49","DIAG-ICD10",7,"all","before","FRBDX"
"F17","NO_ARDS_sup_49","DIAG-ICD10",32,"all","before","FRBDX"
"F17","OTHERS_sup_49","DIAG-ICD10",9,"all","before","FRBDX"
"F19","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F20","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"F25","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F31","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F31","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F32","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F32","NO_ARDS_18_49","DIAG-ICD10",3,"all","before","FRBDX"
"F32","NO_ARDS_sup_49","DIAG-ICD10",12,"all","before","FRBDX"
"F32","OTHERS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"F39","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F39","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F40","OTHERS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"F41","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F41","NO_ARDS_18_49","DIAG-ICD10",3,"all","before","FRBDX"
"F41","NO_ARDS_sup_49","DIAG-ICD10",21,"all","before","FRBDX"
"F41","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F41","OTHERS_sup_49","DIAG-ICD10",9,"all","before","FRBDX"
"F43","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F43","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F43","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F44","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F44","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F44","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F50","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F50","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F51","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F52","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F60","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"F68","NO_ARDS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"F93","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F98","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"F98","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G05","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G06","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G20","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G20","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G20","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G21","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G24","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G24","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G25","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G25","NO_ARDS_sup_49","DIAG-ICD10",5,"all","before","FRBDX"
"G25","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G26","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G30","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"G30","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G31","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G31","NO_ARDS_sup_49","DIAG-ICD10",6,"all","before","FRBDX"
"G31","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G36","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G40","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G40","NO_ARDS_sup_49","DIAG-ICD10",5,"all","before","FRBDX"
"G40","OTHERS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"G41","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G43","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"G44","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G45","NO_ARDS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"G47","ARDS_sup_49","DIAG-ICD10",9,"all","before","FRBDX"
"G47","NO_ARDS_18_49","DIAG-ICD10",4,"all","before","FRBDX"
"G47","NO_ARDS_sup_49","DIAG-ICD10",22,"all","before","FRBDX"
"G47","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G47","OTHERS_sup_49","DIAG-ICD10",4,"all","before","FRBDX"
"G51","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G53","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G55","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G56","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G57","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G60","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G62","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G62","NO_ARDS_sup_49","DIAG-ICD10",5,"all","before","FRBDX"
"G62","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G63","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G63","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G63","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G63","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G72","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G81","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G81","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G81","NO_ARDS_sup_49","DIAG-ICD10",10,"all","before","FRBDX"
"G81","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G82","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G82","OTHERS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G83","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G83","NO_ARDS_sup_49","DIAG-ICD10",8,"all","before","FRBDX"
"G90","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G91","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G92","NO_ARDS_sup_49","DIAG-ICD10",3,"all","before","FRBDX"
"G93","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G93","NO_ARDS_sup_49","DIAG-ICD10",10,"all","before","FRBDX"
"G93","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G94","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G94","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G95","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"G99","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"H02","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"H05","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"H11","NO_ARDS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"H16","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"H18","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"H22","OTHERS_18_49","DIAG-ICD10",-99,"all","before","FRBDX"
"H25","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"H25","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
"H26","ARDS_sup_49","DIAG-ICD10",-99,"all","before","FRBDX"
