"variable","GROUP","concept","value","periode_group","time","siteid"
"M99","NO_ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"N00","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N02","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N02","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N02","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N02","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N03","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N03","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N04","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N04","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N05","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N08","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N08","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"N08","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N08","NO_ARDS_sup_49","DIAG-ICD10",12,"all","after","FRBDX"
"N08","OTHERS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"N10","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N10","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N10","NO_ARDS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"N10","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N13","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N13","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N13","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N13","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N14","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N14","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N15","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N16","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N17","ARDS_18_49","DIAG-ICD10",6,"all","after","FRBDX"
"N17","ARDS_sup_49","DIAG-ICD10",35,"all","after","FRBDX"
"N17","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N17","NO_ARDS_sup_49","DIAG-ICD10",21,"all","after","FRBDX"
"N17","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N17","OTHERS_sup_49","DIAG-ICD10",8,"all","after","FRBDX"
"N18","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N18","ARDS_sup_49","DIAG-ICD10",22,"all","after","FRBDX"
"N18","NO_ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"N18","NO_ARDS_sup_49","DIAG-ICD10",65,"all","after","FRBDX"
"N18","OTHERS_sup_49","DIAG-ICD10",23,"all","after","FRBDX"
"N19","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N19","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N19","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N19","NO_ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"N19","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N20","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N21","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N23","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N23","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N25","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N26","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N28","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N28","NO_ARDS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"N28","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"N30","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N30","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"N30","OTHERS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"N31","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"N31","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N32","NO_ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"N32","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"N34","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N34","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N36","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N39","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N39","ARDS_sup_49","DIAG-ICD10",13,"all","after","FRBDX"
"N39","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N39","NO_ARDS_sup_49","DIAG-ICD10",27,"all","after","FRBDX"
"N39","OTHERS_sup_49","DIAG-ICD10",15,"all","after","FRBDX"
"N40","ARDS_sup_49","DIAG-ICD10",13,"all","after","FRBDX"
"N40","NO_ARDS_sup_49","DIAG-ICD10",42,"all","after","FRBDX"
"N40","OTHERS_sup_49","DIAG-ICD10",8,"all","after","FRBDX"
"N41","ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"N41","NO_ARDS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"N41","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N42","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N43","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N45","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N47","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N48","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N48","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"N50","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N50","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N62","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N63","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N64","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N73","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N74","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N76","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N77","NO_ARDS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"N77","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N80","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N83","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N83","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N90","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N92","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N92","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N93","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N93","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N94","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"N95","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O12","NO_ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"O16","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O21","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O23","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O24","NO_ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"O25","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O31","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O32","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O34","NO_ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"O35","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O36","NO_ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"O40","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O42","NO_ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"O46","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O60","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O60","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O66","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O68","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O68","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O69","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O70","NO_ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"O72","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O73","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O80","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O81","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O82","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O83","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O85","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O86","NO_ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"O92","NO_ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"O98","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O98","NO_ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"O99","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"O99","NO_ARDS_18_49","DIAG-ICD10",8,"all","after","FRBDX"
"O99","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q03","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q05","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q07","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q21","NO_ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"Q23","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q25","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q28","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q40","NO_ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"Q43","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q44","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q45","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q45","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q60","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q61","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q62","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q63","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q64","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q78","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q79","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q87","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q87","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q90","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Q99","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R00","ARDS_18_49","DIAG-ICD10",8,"all","after","FRBDX"
"R00","ARDS_sup_49","DIAG-ICD10",61,"all","after","FRBDX"
"R00","NO_ARDS_18_49","DIAG-ICD10",22,"all","after","FRBDX"
"R00","NO_ARDS_sup_49","DIAG-ICD10",78,"all","after","FRBDX"
"R00","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R00","OTHERS_sup_49","DIAG-ICD10",22,"all","after","FRBDX"
"R01","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R01","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R01","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R01","NO_ARDS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"R01","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R02","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R02","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R02","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R03","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R03","ARDS_sup_49","DIAG-ICD10",27,"all","after","FRBDX"
"R03","NO_ARDS_18_49","DIAG-ICD10",9,"all","after","FRBDX"
"R03","NO_ARDS_sup_49","DIAG-ICD10",53,"all","after","FRBDX"
"R03","OTHERS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"R04","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R04","ARDS_sup_49","DIAG-ICD10",10,"all","after","FRBDX"
"R04","NO_ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"R04","NO_ARDS_sup_49","DIAG-ICD10",18,"all","after","FRBDX"
"R04","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R05","ARDS_18_49","DIAG-ICD10",8,"all","after","FRBDX"
"R05","ARDS_sup_49","DIAG-ICD10",68,"all","after","FRBDX"
"R05","NO_ARDS_18_49","DIAG-ICD10",75,"all","after","FRBDX"
"R05","NO_ARDS_sup_49","DIAG-ICD10",246,"all","after","FRBDX"
"R05","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R05","OTHERS_sup_49","DIAG-ICD10",24,"all","after","FRBDX"
"R06","ARDS_18_49","DIAG-ICD10",8,"all","after","FRBDX"
"R06","ARDS_sup_49","DIAG-ICD10",78,"all","after","FRBDX"
"R06","NO_ARDS_18_49","DIAG-ICD10",59,"all","after","FRBDX"
"R06","NO_ARDS_sup_49","DIAG-ICD10",228,"all","after","FRBDX"
"R06","OTHERS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"R06","OTHERS_sup_49","DIAG-ICD10",24,"all","after","FRBDX"
"R07","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R07","ARDS_sup_49","DIAG-ICD10",18,"all","after","FRBDX"
"R07","NO_ARDS_18_49","DIAG-ICD10",23,"all","after","FRBDX"
"R07","NO_ARDS_sup_49","DIAG-ICD10",69,"all","after","FRBDX"
"R07","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R07","OTHERS_sup_49","DIAG-ICD10",8,"all","after","FRBDX"
"R09","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R09","ARDS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"R09","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R09","NO_ARDS_sup_49","DIAG-ICD10",10,"all","after","FRBDX"
"R09","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R10","ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"R10","ARDS_sup_49","DIAG-ICD10",18,"all","after","FRBDX"
"R10","NO_ARDS_18_49","DIAG-ICD10",19,"all","after","FRBDX"
"R10","NO_ARDS_sup_49","DIAG-ICD10",82,"all","after","FRBDX"
"R10","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R10","OTHERS_sup_49","DIAG-ICD10",14,"all","after","FRBDX"
"R11","ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"R11","ARDS_sup_49","DIAG-ICD10",37,"all","after","FRBDX"
"R11","NO_ARDS_18_49","DIAG-ICD10",30,"all","after","FRBDX"
"R11","NO_ARDS_sup_49","DIAG-ICD10",93,"all","after","FRBDX"
"R11","OTHERS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"R11","OTHERS_sup_49","DIAG-ICD10",17,"all","after","FRBDX"
"R12","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R13","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R13","ARDS_sup_49","DIAG-ICD10",16,"all","after","FRBDX"
"R13","NO_ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"R13","NO_ARDS_sup_49","DIAG-ICD10",34,"all","after","FRBDX"
"R13","OTHERS_sup_49","DIAG-ICD10",24,"all","after","FRBDX"
"R14","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R14","NO_ARDS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"R14","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R15","ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"R15","NO_ARDS_sup_49","DIAG-ICD10",44,"all","after","FRBDX"
"R15","OTHERS_sup_49","DIAG-ICD10",10,"all","after","FRBDX"
"R16","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R16","ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"R16","NO_ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"R16","NO_ARDS_sup_49","DIAG-ICD10",13,"all","after","FRBDX"
"R16","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R16","OTHERS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"R17","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R17","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R17","NO_ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"R17","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R18","ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"R18","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R18","NO_ARDS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"R18","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R18","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R19","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R19","NO_ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"R19","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R20","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R20","ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"R20","NO_ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"R20","NO_ARDS_sup_49","DIAG-ICD10",17,"all","after","FRBDX"
"R21","ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"R21","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R21","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R21","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R22","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R23","ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"R23","ARDS_sup_49","DIAG-ICD10",16,"all","after","FRBDX"
"R23","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R23","NO_ARDS_sup_49","DIAG-ICD10",8,"all","after","FRBDX"
"R23","OTHERS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"R25","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R25","ARDS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"R25","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R25","NO_ARDS_sup_49","DIAG-ICD10",10,"all","after","FRBDX"
"R25","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R26","ARDS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"R26","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R26","NO_ARDS_sup_49","DIAG-ICD10",79,"all","after","FRBDX"
"R26","OTHERS_sup_49","DIAG-ICD10",27,"all","after","FRBDX"
"R27","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R27","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R27","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R27","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R29","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R29","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R30","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R30","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R30","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R30","NO_ARDS_sup_49","DIAG-ICD10",12,"all","after","FRBDX"
"R30","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R31","ARDS_sup_49","DIAG-ICD10",14,"all","after","FRBDX"
"R31","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R31","NO_ARDS_sup_49","DIAG-ICD10",18,"all","after","FRBDX"
"R31","OTHERS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"R32","ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"R32","NO_ARDS_sup_49","DIAG-ICD10",64,"all","after","FRBDX"
"R32","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R32","OTHERS_sup_49","DIAG-ICD10",17,"all","after","FRBDX"
"R33","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R33","ARDS_sup_49","DIAG-ICD10",13,"all","after","FRBDX"
"R33","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R33","NO_ARDS_sup_49","DIAG-ICD10",41,"all","after","FRBDX"
"R33","OTHERS_sup_49","DIAG-ICD10",20,"all","after","FRBDX"
"R34","ARDS_18_49","DIAG-ICD10",7,"all","after","FRBDX"
"R34","ARDS_sup_49","DIAG-ICD10",57,"all","after","FRBDX"
"R34","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R34","NO_ARDS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"R34","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R34","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R35","ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"R35","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R35","NO_ARDS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"R35","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R36","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R39","ARDS_18_49","DIAG-ICD10",7,"all","after","FRBDX"
"R39","ARDS_sup_49","DIAG-ICD10",64,"all","after","FRBDX"
"R39","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R39","NO_ARDS_sup_49","DIAG-ICD10",58,"all","after","FRBDX"
"R39","OTHERS_sup_49","DIAG-ICD10",22,"all","after","FRBDX"
"R40","ARDS_18_49","DIAG-ICD10",7,"all","after","FRBDX"
"R40","ARDS_sup_49","DIAG-ICD10",29,"all","after","FRBDX"
"R40","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R40","NO_ARDS_sup_49","DIAG-ICD10",62,"all","after","FRBDX"
"R40","OTHERS_sup_49","DIAG-ICD10",38,"all","after","FRBDX"
"R41","ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"R41","ARDS_sup_49","DIAG-ICD10",71,"all","after","FRBDX"
"R41","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R41","NO_ARDS_sup_49","DIAG-ICD10",128,"all","after","FRBDX"
"R41","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R41","OTHERS_sup_49","DIAG-ICD10",50,"all","after","FRBDX"
"R42","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R42","NO_ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"R42","NO_ARDS_sup_49","DIAG-ICD10",8,"all","after","FRBDX"
"R42","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R43","ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"R43","ARDS_sup_49","DIAG-ICD10",18,"all","after","FRBDX"
"R43","NO_ARDS_18_49","DIAG-ICD10",30,"all","after","FRBDX"
"R43","NO_ARDS_sup_49","DIAG-ICD10",77,"all","after","FRBDX"
"R43","OTHERS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"R44","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R44","ARDS_sup_49","DIAG-ICD10",11,"all","after","FRBDX"
"R44","NO_ARDS_sup_49","DIAG-ICD10",13,"all","after","FRBDX"
"R44","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R45","ARDS_18_49","DIAG-ICD10",7,"all","after","FRBDX"
"R45","ARDS_sup_49","DIAG-ICD10",62,"all","after","FRBDX"
"R45","NO_ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"R45","NO_ARDS_sup_49","DIAG-ICD10",80,"all","after","FRBDX"
"R45","OTHERS_sup_49","DIAG-ICD10",24,"all","after","FRBDX"
"R46","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R46","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R46","NO_ARDS_sup_49","DIAG-ICD10",26,"all","after","FRBDX"
"R46","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R46","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R47","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R47","ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"R47","NO_ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"R47","NO_ARDS_sup_49","DIAG-ICD10",23,"all","after","FRBDX"
"R47","OTHERS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"R48","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R48","NO_ARDS_sup_49","DIAG-ICD10",10,"all","after","FRBDX"
